round_number,block_number,sequence_number,block_type,winning_probability,aaron_mood,probability_aaron_show,reward_value,reaction_time,choice,status_of_play,outcome,accumulated_outcomes,age,gender,major,MCQ_Q1,MCQ_Q2,MCQ_Q3,MCQ_Q4,MCQ_Q5,MCQ_Q6,chance_guess,pre_game_strategy,wager,post_game_quiz_q1,post_game_quiz_q2,post_game_quiz_q3,post_game_quiz_q3_other,post_game_quiz_correct,odds_guess_one_reply,odds_guess_one_did_win,odds_guess_two_reply,odds_guess_two_did_win,odds_guess_three_reply,odds_guess_three_did_win,id,treatment,craver
3,11,4,C,0.2,1,1,2,400,0,0,0,105.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,11,4,C,0.2,1,1,2,460,1,1,-0.7,104.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,11,4,C,0.2,1,1,2,347,0,0,0,104.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,12,4,S,0.8,0,0.5,1,378,1,0,0,104.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,12,4,S,0.8,0,0.5,1,397,1,0,0,104.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,12,4,S,0.8,0,0.5,1,349,1,1,0.3,104.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,12,4,S,0.8,0,0.5,1,232,1,1,0.3,105.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,12,4,S,0.8,0,0.5,1,324,1,0,0,105.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,13,4,S,0.8,1,1,1,803,0,0,0,105.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,13,4,S,0.8,1,1,1,449,1,1,-0.7,104.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,13,4,S,0.8,1,1,1,333,1,1,0.3,104.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,13,4,S,0.8,1,1,1,333,1,1,0.3,105,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,13,4,S,0.8,1,1,1,321,1,1,0.3,105.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,14,4,S,0.8,0,0.5,2,396,1,0,0,105.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,14,4,S,0.8,0,0.5,2,543,1,1,1.3,106.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,14,4,S,0.8,0,0.5,2,342,1,1,1.3,107.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,14,4,S,0.8,0,0.5,2,325,1,1,1.3,109.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,14,4,S,0.8,0,0.5,2,310,1,1,-0.7,108.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,15,4,S,0.8,1,1,2,454,1,1,1.3,109.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,15,4,S,0.8,1,1,2,255,1,1,1.3,111.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,15,4,S,0.8,1,1,2,348,1,1,1.3,112.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,15,4,S,0.8,1,1,2,476,1,1,-0.7,111.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,15,4,S,0.8,1,1,2,412,1,1,1.3,113,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,16,4,C,0.2,0,0.5,1,674,0,0,0,113,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,16,4,C,0.2,0,0.5,1,353,0,0,0,113,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,16,4,C,0.2,0,0.5,1,310,0,0,0,113,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,16,4,C,0.2,0,0.5,1,306,0,0,0,113,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,16,4,C,0.2,0,0.5,1,326,0,0,0,113,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,17,4,S,0.8,1,1,2,864,1,1,1.3,114.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,17,4,S,0.8,1,1,2,628,1,1,-0.7,113.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,17,4,S,0.8,1,1,2,364,1,1,1.3,114.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,17,4,S,0.8,1,1,2,324,1,1,-0.7,114.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,17,4,S,0.8,1,1,2,380,1,1,1.3,115.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,18,4,S,0.8,0,0.5,1,426,1,0,0,115.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,18,4,S,0.8,0,0.5,1,369,1,1,0.3,115.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,18,4,S,0.8,0,0.5,1,340,1,0,0,115.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,18,4,S,0.8,0,0.5,1,370,1,0,0,115.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,18,4,S,0.8,0,0.5,1,327,1,1,0.3,116.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,19,4,S,0.8,1,1,1,94,1,1,0.3,116.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,19,4,S,0.8,1,1,1,460,1,1,0.3,116.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,19,4,S,0.8,1,1,1,336,1,1,-0.7,116,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,19,4,S,0.8,1,1,1,389,1,1,-0.7,115.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,19,4,S,0.8,1,1,1,422,1,1,0.3,115.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,20,4,S,0.8,0,0.5,2,366,1,1,1.3,116.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,20,4,S,0.8,0,0.5,2,335,1,1,1.3,118.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,20,4,S,0.8,0,0.5,2,362,1,0,0,118.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,20,4,S,0.8,0,0.5,2,648,1,0,0,118.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,20,4,S,0.8,0,0.5,2,365,1,1,-0.7,117.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,21,4,C,0.2,0,0.5,2,612,0,0,0,117.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,21,4,C,0.2,0,0.5,2,363,0,0,0,117.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,21,4,C,0.2,0,0.5,2,398,0,0,0,117.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,21,4,C,0.2,0,0.5,2,517,1,1,-0.7,116.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,21,4,C,0.2,0,0.5,2,511,0,0,0,116.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,1,5,S,0.8,1,1,2,976,1,1,1.3,118.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,1,5,S,0.8,1,1,2,354,1,1,1.3,119.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,1,5,S,0.8,1,1,2,362,1,1,-0.7,118.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,1,5,S,0.8,1,1,2,408,1,1,-0.7,118,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,1,5,S,0.8,1,1,2,384,1,1,1.3,119.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,2,5,S,0.8,1,1,2,485,1,1,1.3,120.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,2,5,S,0.8,1,1,2,371,1,1,1.3,121.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,2,5,S,0.8,1,1,2,911,1,1,1.3,123.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,2,5,S,0.8,1,1,2,392,1,1,1.3,124.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,2,5,S,0.8,1,1,2,353,1,1,1.3,125.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,3,5,S,0.8,1,1,1,840,0,0,0,125.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,3,5,S,0.8,1,1,1,1040,1,1,0.3,126.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,3,5,S,0.8,1,1,1,521,1,1,0.3,126.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,3,5,S,0.8,1,1,1,436,0,0,0,126.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,3,5,S,0.8,1,1,1,532,1,1,0.3,126.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,4,5,S,0.8,0,0.5,1,424,1,0,0,126.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,4,5,S,0.8,0,0.5,1,431,1,0,0,126.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,4,5,S,0.8,0,0.5,1,327,1,1,0.3,127,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,4,5,S,0.8,0,0.5,1,381,1,1,-0.7,126.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,4,5,S,0.8,0,0.5,1,422,1,1,-0.7,125.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,5,5,S,0.8,0,0.5,2,386,1,0,0,125.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,5,5,S,0.8,0,0.5,2,413,1,1,1.3,126.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,5,5,S,0.8,0,0.5,2,398,1,0,0,126.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,5,5,S,0.8,0,0.5,2,472,1,1,1.3,128.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,5,5,S,0.8,0,0.5,2,256,1,0,0,128.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,6,5,C,0.2,0,0.5,2,936,1,0,0,128.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,6,5,C,0.2,0,0.5,2,486,0,0,0,128.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,6,5,C,0.2,0,0.5,2,638,0,0,0,128.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,6,5,C,0.2,0,0.5,2,463,0,0,0,128.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,6,5,C,0.2,0,0.5,2,407,0,0,0,128.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,7,5,S,0.8,1,1,2,676,1,1,-0.7,127.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,7,5,S,0.8,1,1,2,532,1,1,1.3,128.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,7,5,S,0.8,1,1,2,356,1,1,1.3,130.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,7,5,S,0.8,1,1,2,462,1,1,1.3,131.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,7,5,S,0.8,1,1,2,386,1,1,1.3,132.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,8,5,S,0.8,0,0.5,1,465,1,0,0,132.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,8,5,S,0.8,0,0.5,1,412,1,1,0.3,133,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,8,5,S,0.8,0,0.5,1,880,1,0,0,133,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,8,5,S,0.8,0,0.5,1,350,1,0,0,133,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,8,5,S,0.8,0,0.5,1,418,1,1,-0.7,132.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,9,5,S,0.8,1,1,1,662,0,0,0,132.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,9,5,S,0.8,1,1,1,597,1,1,0.3,132.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,9,5,S,0.8,1,1,1,399,1,1,0.3,132.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,9,5,S,0.8,1,1,1,610,0,0,0,132.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,9,5,S,0.8,1,1,1,1025,0,0,0,132.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,10,5,S,0.8,0,0.5,2,389,1,0,0,132.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,10,5,S,0.8,0,0.5,2,572,1,0,0,132.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,10,5,S,0.8,0,0.5,2,321,1,0,0,132.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,10,5,S,0.8,0,0.5,2,341,1,1,1.3,134.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,10,5,S,0.8,0,0.5,2,427,1,0,0,134.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,11,5,C,0.2,0,0.5,1,581,0,0,0,134.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,11,5,C,0.2,0,0.5,1,384,0,0,0,134.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,11,5,C,0.2,0,0.5,1,348,0,0,0,134.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,11,5,C,0.2,0,0.5,1,322,0,0,0,134.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,11,5,C,0.2,0,0.5,1,365,0,0,0,134.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,12,5,S,0.8,1,1,2,477,1,1,1.3,135.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,12,5,S,0.8,1,1,2,350,1,1,1.3,136.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,12,5,S,0.8,1,1,2,497,1,1,1.3,138.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,12,5,S,0.8,1,1,2,342,1,1,1.3,139.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,12,5,S,0.8,1,1,2,414,1,1,1.3,140.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,13,5,S,0.8,0,0.5,1,341,1,1,-0.7,140,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,13,5,S,0.8,0,0.5,1,322,1,1,0.3,140.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,13,5,S,0.8,0,0.5,1,292,1,1,0.3,140.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,13,5,S,0.8,0,0.5,1,340,1,0,0,140.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,13,5,S,0.8,0,0.5,1,387,1,0,0,140.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,14,5,S,0.8,1,1,1,564,1,1,0.3,140.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,14,5,S,0.8,1,1,1,297,1,1,0.3,141.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,14,5,S,0.8,1,1,1,328,1,1,0.3,141.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,14,5,S,0.8,1,1,1,442,1,1,0.3,141.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,14,5,S,0.8,1,1,1,1086,0,0,0,141.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,15,5,S,0.8,0,0.5,2,351,1,0,0,141.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,15,5,S,0.8,0,0.5,2,473,1,1,-0.7,141.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,15,5,S,0.8,0,0.5,2,357,1,0,0,141.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,15,5,S,0.8,0,0.5,2,324,1,0,0,141.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,15,5,S,0.8,0,0.5,2,343,1,1,1.3,142.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,16,5,C,0.2,1,1,2,968,1,1,-0.7,141.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,16,5,C,0.2,1,1,2,395,0,0,0,141.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,16,5,C,0.2,1,1,2,348,0,0,0,141.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,16,5,C,0.2,1,1,2,313,0,0,0,141.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,16,5,C,0.2,1,1,2,309,0,0,0,141.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,17,5,S,0.8,0,0.5,1,395,1,0,0,141.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,17,5,S,0.8,0,0.5,1,365,1,1,0.3,142,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,17,5,S,0.8,0,0.5,1,334,1,0,0,142,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,17,5,S,0.8,0,0.5,1,435,1,1,0.3,142.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,17,5,S,0.8,0,0.5,1,321,1,0,0,142.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,18,5,S,0.8,1,1,1,943,0,0,0,142.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,18,5,S,0.8,1,1,1,690,1,1,0.3,142.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,18,5,S,0.8,1,1,1,298,1,1,0.3,142.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,18,5,S,0.8,1,1,1,351,1,1,0.3,143.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,18,5,S,0.8,1,1,1,405,1,1,0.3,143.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,19,5,S,0.8,0,0.5,2,322,1,0,0,143.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,19,5,S,0.8,0,0.5,2,315,1,1,1.3,144.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,19,5,S,0.8,0,0.5,2,342,1,1,1.3,146.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,19,5,S,0.8,0,0.5,2,936,1,0,0,146.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,19,5,S,0.8,0,0.5,2,476,1,0,0,146.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,20,5,S,0.8,1,1,2,410,1,1,1.3,147.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,20,5,S,0.8,1,1,2,313,1,1,1.3,148.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,20,5,S,0.8,1,1,2,285,1,1,1.3,150,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,20,5,S,0.8,1,1,2,261,1,1,1.3,151.3,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,20,5,S,0.8,1,1,2,282,1,1,1.3,152.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,21,5,C,0.2,1,1,1,533,0,0,0,152.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,21,5,C,0.2,1,1,1,384,0,0,0,152.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,21,5,C,0.2,1,1,1,365,0,0,0,152.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,21,5,C,0.2,1,1,1,337,0,0,0,152.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,21,5,C,0.2,1,1,1,357,0,0,0,152.6,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,1,6,S,0.8,1,1,2,1173,1,1,1.3,153.9,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,1,6,S,0.8,1,1,2,443,1,1,1.3,155.2,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,1,6,S,0.8,1,1,2,520,1,1,1.3,156.5,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,1,6,S,0.8,1,1,2,361,1,1,1.3,157.8,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,1,6,S,0.8,1,1,2,485,1,1,1.3,159.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,2,6,S,0.8,0,0.5,1,608,1,0,0,159.1,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,2,6,S,0.8,0,0.5,1,546,1,1,0.3,159.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,2,6,S,0.8,0,0.5,1,545,1,0,0,159.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,2,6,S,0.8,0,0.5,1,1286,1,0,0,159.4,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,2,6,S,0.8,0,0.5,1,355,1,1,0.3,159.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
1,3,6,S,0.8,0,0.5,2,398,1,0,0,159.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
2,3,6,S,0.8,0,0.5,2,401,1,0,0,159.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
3,3,6,S,0.8,0,0.5,2,324,1,0,0,159.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
4,3,6,S,0.8,0,0.5,2,344,1,0,0,159.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
5,3,6,S,0.8,0,0.5,2,361,1,0,0,159.7,20,2,2,1,1,1,1,1,1,1,2,0,,,,,,2,0,5,0,2,0,128,test,1
